label,sentence
-1,update post
1,yay leave reason
-1,boy night
1,time dance leave lol friend
1,hear talk fan day watch spend moon twilight
-1,day college fly
-1,love morning
1,walk watch remember tire
-1,day start london morning
-1,talk day stuff friend lunch
-1,wait haha
-1,day home round school class practice
1,tonight hour lol dad dude reply
1,baby hour sit grow guy bed ear infection
1,week day boy wait miss
-1,people bit
-1,day hope haha tire
-1,boy play
1,lil day live food garden kill
1,home car
-1,week book ticket play
1,world night
1,sit computer home feeling
-1,concert davidarchie david
1,pic vid guess gonna
-1,book read feel guess
-1,day kid july lose exercise birthday
1,share time
-1,book read leave
1,breakfast food
-1,party friday day lol invite
-1,yay lol holiday
1,live love idea cat
1,hour lol
1,start job
1,tomorrow post
-1,job sleep
1,follow message send
-1,day mom
1,decide stay
1,hey http gotta stick
-1,shower lol stuff lesson
-1,thx http hope death feel
-1,fail tomorrow
-1,week day computer lol nap
-1,live country
1,pay friend send
1,phone call
-1,weekend afternoon
-1,channel video goin lol music
-1,tweep hope morning head twitter
1,page write
1,kick butt lol thursday cry hell
1,yeah lose
-1,xoxo miss love friday eat visit
1,dont fun love pass
-1,baby meet house day time kid
1,boy feel news
-1,chance http love read yesterday post
1,hate game
1,hour kid feel miss tweet update
1,passenger france air flight miss island
-1,call friend
-1,day pain guy
1,food feel
1,arm lol haha nut
-1,myspace http website join
-1,drive lol people lot
-1,fun luck
1,sunday saturday start world morning live window bird
1,hour day wait job leave news
1,beach http list
-1,game wanna play haha
1,day feeling feel
1,day pass http rip
-1,time website tweet luck
1,day news
1,puerto rico fun lady
1,outta lol head handle tho
-1,hug hear day feel morning bit
1,nose lol door mom gunna break
-1,museum night star camp tomorrow
-1,team lose
-1,sun week
1,guess cry
1,http write band air
1,day dog
1,start cry kill love
1,miss night
-1,library book read tweet hope love
1,ppl watch
1,feel heart lot
-1,baby talk lol age concert cake
1,shit hour feel night wake
-1,day babe smile fun spa john
-1,son miss school bus foot
1,catch hour coffee decide
1,day start
1,miss wake
-1,girl win friend love aww
-1,pic profile change twitter picture
1,girl dont talk wanna
-1,omg http dad
-1,thx follow meet
1,pay miss
-1,kid parent
-1,buy stuff bit
-1,dog head
1,wow time lol update
1,tea cup friday start exam revision
-1,wait play yeah
1,week chance watch night preview
-1,run gonna hell
1,dont miss guess lol mtv award movie youre
-1,hear guess
1,walk bit prize
-1,time play
-1,earn shareholder dividend asia money join recommend
-1,text phone hope
-1,saturday watch finale
1,sunday day sleep morning
1,time world stick
-1,pull http
1,minute morning
-1,happen talk week night
1,pic camera upload
1,daddy day lol hey miley lot cuz
-1,weekend day enjoy feel continue
-1,blip hear http song
1,time tweet david tomorrow
-1,girl gotta post
-1,summer family love sister crack
1,wanna lol gonna check kno
1,move hate
-1,follow profile person
1,time night
-1,buy job
1,tonight sleep morning nap tomorrow tire
-1,girl hate wait book write moon twilight
-1,rain game hope couple
-1,family eat friend lot dinner food money graduation
1,mileycyrus fan ticket
1,song head lol stick wat tear
1,news tomorrow
-1,live month lol nyc btw
-1,time drink fun bore
-1,yay summer school tomorrow wear
1,dream night wake goodnight mom remind
1,head fun night
-1,guess month
1,yeah love store
-1,drive traffic
1,time coz haha
1,buy camera concert
-1,shopping buy guess night grocery saturday hmmm
1,kick start wait play stop sign
1,book home finish
1,summer life wait
1,dont lol water drink
-1,bring home friend idea dog
1,talk tweet
-1,youtube video
-1,week song lol luck btw video choice
-1,weekend day http feel love brand mix mood
-1,follower pay day vip add train
1,sun night sleep son decide
-1,figure time gym spend
-1,cat feel lol friend bet
-1,shopping run friend love spend hour
-1,pic wait movie
1,jeans pair
-1,enjoy game play
-1,life leave
-1,finger night play drinking game fun
1,talk start feel reply
1,family house yesterday
-1,school tomorrow
1,week start math miss school exam
1,move time wake fall
1,lol gonna
1,bed sleep
1,watch write haha
-1,star trek morning
-1,time create twitter agree
1,tonight weekend stuff
1,miss cry season finale
-1,hulu watch home
1,parent home school
1,boy sleep lose wake
-1,party time twitter night bed love bar kiss
-1,shit talk people friday
1,book read stay listen
-1,talk blog
-1,baby leave fall lot til
1,hate wait july
-1,pay house job tomorrow
-1,game sport play tomorrow
-1,follower pay day vip add train
1,walk car lol bit shop beer
1,miss check season
1,rest week lose
-1,talk time
1,girl live god miss night haha aww
1,run love
1,email morning
1,hit hour night airport nap ticket tom
-1,day blast
-1,kick ass lose
1,day night tomorrow
1,beach lol haha hear month
-1,city people love tweet goodnight
1,happen time leave
1,street run
1,fail exam
-1,plan time morning breakfast road photo kill
-1,start omg lol btw morning reply comment
1,live leave people kick ass
-1,follower pay day vip add train
1,tomorrow finish
1,plz hey lol dont forget dream facebook
1,party house time gonna spot
1,house neighbor drive lol son
1,laptop lol guy play
-1,boo lol twitter
-1,start lol training
1,tweetdeck twitter lol web
-1,hair pic yeah
-1,care love forget btw goodnight
-1,girl walk boy music sleep
1,baby week day kid miss guy home chill
1,page myspace friend comment
-1,time town wedding call
1,hear week read yesterday break sister
1,hear miss tweet night
1,cleaning day home world love
-1,walk watch haha love finish movie line
1,hate day start time miss bum
1,rain fall bed gonna morning twitter gettin
1,reason day
1,hahaha lol
1,buy money food parent
-1,wait june concert
1,pack bag
1,girl suck aww
-1,reason send email
-1,book read stay night morning finish
-1,girl hear song feel
1,hour wait lol sleep goodnight shirt smell
1,laugh miss cry dog minute soo
-1,luck morning store
-1,text morning
-1,sex lol world tour friend
-1,style love check write
-1,blip http hey stay lose
1,hate omg fall head morning
1,havent day pain car wake
1,tune stay hear win lose
1,pool swim
1,http people
-1,track lol energy drink album god
-1,life fall learn
1,arm time drop
-1,stand night home band
-1,net http time web
-1,life meet night meeting donniewahlberg
1,girl watch night lol date
1,tonight head home
-1,hey lol hope land
1,play haha remember
-1,mind blow
-1,feel smile
-1,sun day enjoy gonna
1,happen suppose bike ride mom visit
-1,november wait award fun movie smile
-1,fun gonna tomorrow
-1,kid mother
1,hour day bed
-1,chocolate cookie cream ice yesterday lot
-1,tonight rain club
-1,drink night
-1,rain feel
-1,hahaha hate guess dad
-1,idea fun job
-1,money love wanna
1,day saturday stay home hope headache
-1,land lol twitter
-1,life stay
-1,life http tool mood
-1,baby hear wait hope morning
-1,lol love
-1,hey music road trip
-1,hate sound http lol voice
-1,run http bed nap
1,email tomorrow
-1,hear day time omg awww grow remember
-1,hour people wake nap
-1,wash car lol blame wednesday weather
-1,share wait til guy
-1,hair love ahhh picture
-1,follow lol hahahaha
-1,pick love
1,dream home sleep sit
1,day sound watch def
1,watch mom die parent rip
-1,ppl gonna morning shower
-1,top head people hang
-1,fan fun lot
-1,girl skye planet call australium heidimontag love
-1,time wait update sleep date
1,hear talk
-1,summer weekend hey http check blog
1,summer dress
-1,girl meet head bit date dinner
-1,series episode watch
-1,time hell lol
-1,hear kid run love cream ice
-1,time car
-1,move start pain minute
1,ppl http wanna reply receive cry
1,xxx haha
-1,week time stay mom
-1,email picture page facebook
-1,bed nite
-1,people question
1,hour sit
1,summer plan wanna trip
1,watchin movie
1,yay week weather post tho picture
1,yesterday mother stay spend afternoon
1,son love shirt
1,move watch miss month guy series hey dvd
1,house run tomorrow
-1,return wait
-1,xoxo hey love album tour excite matt
-1,city time waste class
-1,week couple
-1,lot birthday
1,facebook hope bed finish
-1,cheer lol haha deserve
1,half time fail stuff epic talk forget
-1,girl boy hope
-1,week couple
-1,land love blog home matt
-1,site blog http comment post leave feel
-1,lunch food
1,follower follow cuz
1,rain lot tomorrow mile
1,write lot
1,start night store iphone
1,town miss facebook ugh message
1,brother miss tomorrow guess
1,watch head bore
1,sunday house miss luck
1,girl life friday hurt night haha foot
1,speak people watch lot
1,hate hurt feeling fall body leg
1,channel change hate brother
-1,hair hour watch gonna
-1,read bit haha
1,day chance head home hope rock
-1,listen wait radio dinner
-1,hat wear
-1,twitter support
-1,sunday monday week happen
1,day wow stuff facebook twitter gotta lot
1,summer meet feel realize god
-1,walk home bit gonna wake
1,girl gossip miss night episode
-1,house stuff leave forget
1,wtf night love suck ass hope doesnt youuu
-1,rite lol wake
1,week http bit
1,lunch eat
-1,day time tomorrow
1,hour yesterday drink sleep
1,fan vote tom
1,ppl dont lol pay suck lady
-1,follow play btw job
-1,online play people
-1,meet june person july
-1,eat sleep
-1,live hour stuff text phone air
-1,job haha
1,sunday day house bank buy
1,people lose lot
1,shine love foot
-1,mind week day wake holiday
1,stress exam media
1,meet talk fun home month
1,family hour home
1,hahaha miss fun haha chat
-1,woman love doesnt
1,eat drink
1,hear fan people
-1,bring day home pick law
-1,feeling lot
-1,live visit haha yea learn
-1,girl enjoy month hope
-1,gomez selena baby night lol folk
-1,myspace facebook friend tweet update
-1,blip http song play
-1,day wait brother omg concert jona love spain
-1,head night bed photo fire exhaust
-1,day london ton photo
-1,follower pay day vip add train
-1,pool lol dont
-1,cookie love time listen song
1,hug hope tomorrow yesterday hotel
-1,sun start sit head
-1,tuesday wait tomorrow kid pack
-1,goin wit energy drink stop friend couple birthday
1,jose san guy play school
-1,son time sleep wake
1,weekend day bit shop wee
1,sit phone morning
-1,live talk
-1,ppl sleep tea coffee drink bed
-1,weekend enjoy exam pass
1,mine hope morning weekend monday fan
-1,girl haha xoxo
-1,saga twilight vote movie
-1,answer question
-1,catch day leave movie laugh
-1,block day weekend week couple
1,reply message send
1,allergy feel god omg song school kill
-1,fan music
-1,follow lady
1,facebook http version news bit link
1,fix gonna blog
1,day time yesterday tweet fun video
-1,ipod break head
1,suppose hate sit
-1,rest hear love movie
-1,pay http bit check
1,tonight weather tomorrow
-1,girl fan guy love reply
-1,follower twitter page reply
1,ppl wait hope house ass havin
-1,hair pic profile
1,peep love stay
1,reply yeah
-1,hit play band
-1,week enjoy
1,summer rain stop
-1,life feeling
1,sigh week june exam finish
-1,street day time peep weekend relax dance
-1,http play
-1,family brother swift taylor jona
-1,sun love trailer mention
1,tea eat chicken
-1,week visit
1,http home school bit
-1,day front flight view
1,talk time
1,feel twitter
1,cool day
-1,shoot day photo pic
-1,tuesday day fun cousin visit californium station
1,hour time school site
-1,star friend movie cat
-1,enjoy fun night date
-1,listen watch game dad love soccer
-1,figure people plan
1,boy game lose score
-1,earn shareholder dividend asia money join recommend
1,http fall rip
1,star trek
1,win lose
-1,conan leno catch night gonna
1,saturday night school
-1,article illusion time read http ariel fun
-1,talk chat
-1,hug day love forget music
1,tonight miss meeting
-1,wait xxx
-1,hahahaha lol stuff
-1,day twitter iphone tomorrow
1,stuff job car
1,tummy feel lol coffee kid mood
-1,god feel win hand
-1,pic day miley july omg btw birthday
-1,game step
1,article read twitter start follow stop bed
-1,francisco san weekend meet chance
-1,world feel smile
1,treat love bro miss son tan
1,contest win yesterday haha
-1,day enjoy prob lot comment post
1,day row feel
-1,eye feel home
-1,time parent church spend hang
1,hey message music
-1,phone month
1,watch concert cry band lot finale
-1,day wow youtube song play haha
1,bus home dance
1,aww miss hope omg fly
-1,buy job night bed ticket tomorrow
-1,day book guy morning
1,crap feel money phone call wear
-1,earn shareholder dividend asia money join recommend
1,day miss shame weather
1,respect love laker lose magic call
1,shopping day grocery tomorrow pick join
-1,hahaha song love swift taylor music video stick
1,sun heat people tomorrow tuesday
-1,download http car comment
1,sound idea http lol mac
1,family hear board plane
1,bite time eat hurt tooth
-1,week blog link
1,fall haha
-1,party food
1,love matter
-1,coffee morning sound
1,page site home update
-1,read post
-1,time lol picture
1,shopping week food hour stick
1,flu week feel bed kid
-1,hey babe
-1,bout time head lol phone check
1,die rip guy play
1,ppl time realize grow
-1,coffee feel
1,mind talk
-1,bitch night lot
-1,hear hour rumor drive
-1,crack lol watch fun movie morning daughter
-1,die heart smile
1,http tweet
1,day kid call ice morning
-1,weekend afternoon hope wanna
-1,yay talk home
1,tonight time parent learn
-1,jona joe
-1,meeting miss concert
1,hit watch friend movie follow vote
-1,yay love fan mtv fall
1,start run
-1,fail math tweet post
1,party hate talk watch vote
1,eat taste
-1,fun luck yeah remember
-1,week wait btw
-1,site blog post gonna entry tomorrow
1,earn money sort time stuff love start spend
1,party hurt fun bed lot leg exhaust
-1,follower pay day vip add train
1,age time
-1,wine glass
-1,boy stay bed
1,catch weekend time bed eye
1,site tweet check send
-1,day yesterday run gonna wake
-1,hear check
1,night bed morning daughter
1,pool time head meeting
-1,day fun wrap
-1,girl party friend
1,light lol dress fall bed
1,library book read finish
1,return day love leave australium trip
1,list friend
1,mileycyrus miley season finish
-1,day sound stay fun
-1,hahaha time watch harry potter
1,internet connect home
-1,life meet
-1,ass lol dance woman laugh drop
-1,live hey day http guy lol ustre hawkcam idea fly
1,hate leave http phone class cell
1,happen hear
-1,time run lol
-1,kinda movie tho
-1,perform watch talk
-1,weekend wait fly
-1,bring weekend guess
1,week boy lot morning tomorrow
-1,land hope universe twitter
1,dude day ahhh imma laugh throw
-1,follower pay day vip add train
1,reason time http upload email address wap
1,week morning
1,rest night
1,tweet twitter lot
1,macbook pro didnt sleep love cat
-1,pic love cat
1,vid youtube watch wait concert home
-1,dude love party birthday
1,aww sleep hour
-1,home yeah
-1,day twitter call spend
1,hey play school tomorrow die
-1,run finish
1,driver drive
1,feel deserve love
1,start money lol morning foot
-1,cream eat feel ice breakfast morning
1,time nose change weather kill write
-1,tune play guitar
1,party grad house day tomorrow
-1,bar love
-1,series book kid leave story
-1,life time boy dog lol love
-1,life dog hope chance pain
1,miss rip fun
1,aww night evening bed dvd
-1,wear shirt
-1,wow hope delay flight stay weather nyc
-1,flu catch swine eat dont read person
-1,win tweet
1,happen time month
-1,guy week eat night gonna wake chill
-1,review write love suppose wanna
-1,king leon love miley song win movie cat idk
1,time june play learn
1,tuesday watch wait morning gotta
1,family watch haha channel bore
-1,miss fun month hope yeah
1,pic lol photo ohh
-1,miss tomorrow
-1,beach yesterday home hey call pass
-1,week read break love coz dawn
-1,plz lol
1,hear time
-1,watch lay
-1,saturday love town foot picture
-1,hehe http haha glass
-1,summer time home dude ppl chill
-1,party leave gotta
-1,talent love star friend story note voice
-1,meet talk
1,summer family miss
1,game yeah beat
1,bite eat pizza
-1,party http head home cake
-1,hear song lol dat
1,happen stuff idea
1,call gonna sleep mood
1,day night info notice invite
-1,tonight pack school
-1,library time ppl
1,email address
-1,house day night sleep idk
1,dude hear bout
-1,tweet gotta love london remind
1,mom bed
-1,family weekend day dog twitter hope
1,party morning world
-1,book time movie love
-1,word miss leave bird
-1,change feel
1,day eat mom
-1,puppy love lol
1,kid lose
1,hour day saturday leave stay sleep
-1,june http guy
1,hey day kid spend
-1,tonight night sleep love
1,hour luck
-1,diet food pick lol bit
1,time understand run question
1,life suck start
1,aww hope
1,time mile minute friend
1,leg pain foot
-1,followfriday follow ppl http shout
-1,start pick run win
-1,life exam
-1,follower pay day vip add train
-1,race time win
1,baby watch cry finish
1,wait office
-1,series watch
-1,home friend beer
1,day computer die
1,hate day people
1,mine start
-1,shower night school pull
1,hair hahaha cut tomorrow
-1,mom home wit
-1,miss die hell night lol hang
1,happen weekend suppose
-1,tune day weekend birthday england
-1,time read story follow damn watch
1,http remember
-1,tonight baby fall wake
1,aww feel hope drop
-1,mileycyrus miley http love brazil
1,tonight bbq
-1,team game win play lose morning
-1,girl stuff love grow
-1,job yeah
1,stuff home news
-1,walk weather office
1,pic guess night yeah lot person
-1,city home call
-1,follower pay day vip add train
1,time miss bit bath
-1,weekend time gonna prepare
-1,tonight mtv kid watch wait award tweet movie
1,day teacher college forget training lesson
-1,aww haha game luck phone reply
1,rain weather home ride
-1,library book
-1,follower pay day vip add train
-1,page time read miss line
-1,sun life rain stop race
1,pool time
-1,song jona music love
1,shit house buy
1,fix break
-1,time lol
1,weekend wedding break heart news
1,day babe miss birthday
-1,woo wait toast eat chip
-1,hit sack play sleep wear
1,day site lol people lot
1,computer school
-1,family week day wait fun havin
-1,week wait iphone
-1,day wife row ticket mention
-1,shopping dress
-1,follow guy twitter voice
1,book twilight movie
-1,sister time book read
1,link post
-1,wine night
1,woman feel
1,enter contest
1,arm day driver park
-1,lunch afternoon home park
1,apple store week time tomorrow
-1,begin love
-1,follower pay day vip add train
-1,day matter
-1,background love sister day haha
-1,lunch eat bit sunshine
1,hour wait feel sleep wake dad
1,suppose tomorrow june cuz
-1,start lol jus ride trend
1,sunday watch bed eat sandwich
1,happen yesterday car morning die
1,phone tweet check call
1,watch god video
-1,star trek watch love episode
-1,sun wake morning happen world saturday
1,summer time school throw tweet check schedule
-1,read mom
-1,house cat call
-1,move http share
1,life http people bit glass
-1,tonight fun pool party eat ton
1,day http bit
1,hour day start post
-1,suck lol tho check
1,hate http mypict
1,havent day miss haha
-1,time people sleep web
1,lil stay bit ace bed headache
1,write letter
-1,eating eat
1,hug miss life
-1,hill gonna shower
1,catch talk
-1,son mom lol job
-1,http check
1,summer head winter gonna hurt
1,revision watch
1,coffee sleep
1,sigh miss friend
-1,chat people add
1,game feel win play bit lose date
1,day shame
-1,pic follow hope post wow
-1,stuff learn
-1,people learn
1,background twitter hate update
-1,change love
-1,coffee morning understand people relax alot
-1,food movie
-1,http bit
-1,mind day hour
1,suck school lot
-1,song heart
1,hour power
-1,wake nap
-1,eye sleep morning tea eat manage
1,crap feel wanna bug
1,return home hope holiday
-1,cream ice
-1,smell lol
1,shower water school morning
-1,life http bit sleep wake
1,hate job head town
-1,life hate omg reply people haha tom
1,dont person friend remember
1,yay wait minute drive stick traffic
-1,start http shirt
-1,day time
1,tummy lol yesterday sing feelin
-1,tonight mom hope gonna hang homework pain
1,people lot
-1,rock love
-1,student school homework brother jona
-1,yay buy lol hit chick
-1,boat day time fun home couple spend
1,sigh watch family game happen baseball
-1,bite bug day feel bed tomorrow
1,day yesterday shame tomorrow
1,dress http wear omg check
1,grind day wanna tomorrow
1,time feel holiday
1,airport leave
-1,word hey time tomfelton http spread vote votetom bit
1,walk bus hurt wait foot
1,house run god
1,life job luck school pants wear
-1,summer day fun school break tomorrow
-1,weekend hope people alot
-1,bro lol haha
-1,dream reality
-1,baby bit
1,rain sit wait join
-1,dont people love website message yeah
-1,diet eat stuff gonna
1,hear world omg heart break hurt
1,read sit tweet cry
1,friday miss
-1,day bug sign
-1,follow http twitter gonna friend
-1,forget play
-1,reason follow twitter lol sound guy wud
1,tonight walk wanna bit dinner
-1,life friday lose
-1,fit lol woman
1,feeling feel movie imagine
-1,day add
1,pay job money http shame bit
1,sit haha
1,talk video camera
-1,mom friend
1,day ugh fly
-1,follower pay day vip add train
1,book idea
-1,summer week school break sunday
1,dream sleep love babe bye soo
-1,saturday start time
-1,plan lol cat def
1,drive lesson learn
-1,watch play guitar
1,reading book time
1,thursday week day hate start project
1,umm lol
-1,fam fun home sit
1,flu swine forget wake
1,miss gonna
1,lunch afternoon forget
-1,woo hoo account twitter fun bed
-1,tonight bring fun movie tomorrow
-1,sound bed boy lay
-1,tonight win talent britain boyle susan chance
1,week update class stick
1,week hospital
-1,yay week brother haha morning tomorrow btw chat
-1,peep twitter start follow
-1,dog feel
1,hehe lol
-1,week schedule
1,time add tweet people
-1,hate suck tweet sleep
1,speak people kinda
-1,stuff break drive
-1,monday http tweet film
-1,time brother song home drive jona
-1,sun day shine tune pay wife studio write rock
-1,tonight play band love
1,hour headache spend
-1,miss lay lol gonna
-1,eye http
1,baby pick gonna
-1,follower pay day vip add train
-1,hour wow guy
-1,meeting tomorrow
1,listen concert play music guitar
-1,lil lol tho fam enjoy headache btw hang
-1,gotta love finish test
-1,baby start
-1,life run
-1,idea haha
1,day time wait lay news
-1,sunday week head lol visit
1,party dance drink night minute
-1,day chat miss tweet night bed hope
-1,hour read
1,boyfriend day hear mother food
-1,talk person cuz
-1,sound home
1,leg love die guy gonna
-1,fun tire
-1,party weekend sit guy people haha
1,weekend drink people lot
1,brother feel
-1,ive lol freakin saturday concert guy donniewahlberg
1,laptop time decide hurt spend
1,sunday lol bitch fuck yall
1,girl cry home
-1,tonight wow wait call
-1,hey hehe start stuff hope school
1,life week hope
-1,http people
1,follower twitter friend friday fun
1,move night tomorrow spend
-1,day home people movie couple class nite
-1,house smell
1,hour car stick park
1,day start rain stay drive bed
1,pay day god
-1,pick people love tweet
-1,day coffee wake
-1,life time laugh fuck night load mention
-1,sense humor
1,cook wait
-1,yay head night dinner store
-1,omg movie minute rock
1,hour cut stay people store understand
-1,follow miss person
-1,wait love joke
-1,walk love money
-1,box day hour leave
1,buy lose line
-1,time guy hope headache love
-1,hour breakfast home gym morning nap
-1,day speak stuff
-1,mine twitter lol friend facebook add
1,tonight boy leave gig cancel break
-1,coast time return meet june wednesday date
-1,live lot
-1,tonight wait friend
-1,til day bed wake love
1,lil time bed ima call goodnight
-1,alot people play luck
-1,sun miss morning bird
-1,realize day person
1,http feel pain
1,til stay
-1,online twitter website tweet
-1,watch game kinda yeah
-1,party club invite email send join
1,yesterday buy shirt cuz
-1,day month lol seat
1,hate damn god love mac
-1,watch omg
-1,follower love wow god bless
-1,suppose time
-1,yep lol
-1,sun skin
1,hit hear home hope
1,party time bet
1,weekend friday house yesterday drink lose money
-1,reach time wait
-1,june school check
1,rest watch miss story
-1,week day college cuz finish august idk
1,talk lot
1,family gonna
-1,smile morning wake
-1,hit hear
-1,day wait boo tomorrow beat
1,review book realize feel lol
1,party tho
-1,day enjoy
-1,hope people wake
-1,summer guy love drink babe gettin
1,laugh cry
1,follow hope send god
1,fan guy
-1,start update friend site
-1,wow home leave church couple
1,shopping tomorrow omg june
1,walk feel school cry
-1,star watch miley sit luck
1,internet miss update
-1,kid night lot wake
-1,yay miss twitter follow tour
-1,stop eat http
1,nightmare wake fall kinda
1,head hang
-1,bring time ass
1,hear post comment
-1,song miss sing haha
1,hey album mitchelmusso
1,shoot http website bit
-1,online wait play call friend mac
-1,sunday watch guess
-1,talk wait home bed call
1,food love xxx
-1,post send
1,sun home hear check yeah
1,time miss
1,feel twitter friend
-1,review read feel home post
1,hit http miss guy plan school price
1,forget morning tire
-1,hey message
1,move hurt sleep arm hell shoulder
-1,shoot lol tomorrow watch gotta sleep
1,damn buy stop
-1,tonight boy gotta lol gym gonna fly
-1,bring tear eye tweet
-1,thursday leave class
1,idea write
1,hair cut grow
-1,service church yesterday wedding eat feel head
1,mom home
-1,follower follow friend friday
-1,hope people love quote
-1,party gonna sleep
1,read story world heart finish
-1,girl time gotta
-1,excite tomorrow
-1,return tomorrow pass friend
1,bout sleep morning cut btw
1,eat love
1,city day pack bag
1,dad love
-1,youtube haha picture
1,summer july hang soo bore
-1,girl mom son
-1,bring play
1,album lol
-1,share lol watch angel info
1,hurt mom call
-1,yesterday feel
1,bee sting
1,day saturday omg college gotta class wake tomorrow
1,history day fail hate school break
-1,twitter lot love
-1,yep day time hey lot travel
-1,happen follow twitter people gonna haha
1,flight miss home sleep morning gonna cos bag
1,mac love
-1,choose lol blog post travel
-1,baby boy
-1,guess check
-1,buy forget store wake
-1,phone call
-1,start kid
-1,stay enjoy
1,site twitter bug
-1,bar lol
1,hear suck
-1,series book
-1,harry movie http trailer
1,day account leave lose
-1,move live leave home wit
1,ugh miss love soo update
-1,feeling miss night
-1,house time plan event store office picture grocery
-1,hear people morning
-1,wait omg money
-1,start wait game finish
-1,mind people stop france
1,week start send
-1,watch mom cry movie finish
-1,day twitter music haha yeah
1,meet time love ride
-1,life lose morning voice
-1,follower pay day vip add train
1,loss weight
-1,track lol hear stop wud
1,car seat
1,time game tweet guess twitter lol step
-1,miss guy
-1,efron zac haha yeah band
-1,sell ticket
-1,sun miss lol child
-1,jump day degree hope
1,omg school
1,sunday hate people movie
-1,day continue watch guess
1,havent miss concert
1,monday stuff
-1,day time town
-1,weekend week feel home
1,baby run
1,storm night
-1,hey hour book read http song
-1,hour spend
1,hurt lol school song
-1,baby fun enjoy daughter
1,yay til wait dance boo season
-1,day guy sign lol love
-1,cat lol weight hold
-1,yay game download
1,yay home hope camp
1,pic camera gonna son play die
1,girl feel understand
-1,youtube video
-1,care gonna tomorrow rain wear shirt
-1,kid love stop
-1,family http match
1,afternoon weather exam
-1,background picture profile upload
1,play bit
1,day wait
-1,play call
-1,link post
-1,guy rock
1,town leave
-1,mtv award movie check forget dad
-1,hair wash dog
1,monday day stay bed ugh
-1,start time tweet
1,word day http miss blog
-1,week photo couple love
-1,time lol visit
-1,time company beat
-1,summer watch buy shoe
-1,shot love
1,coast day time west stop miss manage zone
-1,watch change tomorrow
-1,time feel bit
1,concert lol buddy
-1,talk yeah
-1,buy wanna fun
-1,night support
-1,sun hour meet
-1,bbq night lol friday sit chill yesterday bless
1,mileycyrus miley miss tour love world goodnight
-1,youtube post
-1,fan miss listen voice mom
1,pass class twitter bore trend topic
1,time pick month couple
1,girl video
1,share time love tweep morning sleep nyc
-1,math exam morning luck
1,talk hurt friend comment
-1,flu time swine lol worry
-1,follower pay day vip add train
-1,star trek weekend relax people
-1,hey friday follow people
-1,family day enjoy hope lot send germany
1,boat day drop
1,thursday day hour visit
1,event hope air season
1,upload photo
1,phone night bore
1,rain cancel
1,day ticket fever
1,land hope lose fun movie
-1,http web
1,gotta wake
1,day camp kinda class
1,eat brother food birthday
1,add tweet twitter
-1,talk http lose
1,guess home lose
-1,meet wait decide check
1,week leave car wife cat
1,play music
-1,eat gonna
1,waste time stuff guess store
-1,smh lol choose
1,ipod song play start omg
-1,shoot wait photo album car
-1,option lol follow people
-1,hour night church sleep
-1,post office
-1,weekend time rain
-1,hit time learn
1,miss bed bit
-1,wait school college
1,homework night school
-1,hug hear send
-1,follower pay day vip add train
1,week feeling
1,pick miss head minute store
1,street run hear http
-1,kid mother
-1,time read watch trailer haha
-1,weekend afternoon sleep
1,sun yesterday heat wake
-1,girl lol bitch boo
-1,moment enjoy
1,week lose
1,coffee miss
1,ugh bed wake morning
-1,beach home phone babe
-1,book http bit write event
1,party feel friend birthday die fall luck
-1,aww day yeah site
-1,weekend week time write
-1,day start read http tweet
1,sunday start wait afternoon
1,girl shopping guess lol
1,baby aww miss guy love
-1,shot day
1,mileycyrus mtv award
-1,time wash car
1,feel twitter
-1,vid watch lol hope
1,song home play sing school
-1,girl video
-1,change home hope remember
1,buy shoe
1,game feel miss
-1,check picture
1,hill day watch finale feel burn tomorrow
1,age twitter dont
1,story feel haha laugh
1,page home post sit
-1,hahaha haha nick
1,background change twitter color book page
1,bit sunshine
1,god bed
-1,weather ride
1,sun tan
-1,tweet twitter send
1,happen house
1,meet morning car
1,text feel lol
-1,week birthday
-1,lawn mow
-1,tonight run
-1,lol gonna
1,world feel night bit morning
-1,leg pain sleep foot evening
1,omg feel fuck
-1,life guy night kill
1,talk day msn add
1,hell lose
-1,kick time ass watch night friday sound brother
-1,time evening laundry lot fill
1,fall head
-1,world friend
-1,track listen afternoon nap
-1,day time feel luck tomorrow
-1,week song check school post lyric
-1,http morning
-1,day meeting lunch ugh john stick
1,summer week day time sit enjoy weather lunch office
1,lol love
1,dont fan lose
-1,day wait
-1,service offer job
-1,family live visit dad america
1,hate feeling ugh game gonna
-1,word day book add prob line
1,book read
-1,start time tomorrow gym
-1,bring family hear god bless
-1,tonight guess school sleep dad morning club
-1,baby day mother wife
1,week day guy
-1,eat leave brother head dinner
1,tonight weekend monday leave spend didnt
-1,run fun night drink beer
-1,soak day visit sky lot
1,start june class birthday
-1,earn shareholder dividend asia money join recommend
-1,tweet lol
-1,care lol reason spend
-1,pool party haha
-1,buy pair lot
1,miss ride sleep
-1,day studio head hope lady
1,load night
1,youtube watch phone link cuz
-1,meet people play wanna couple
-1,yay tomorrow
1,half day eye wanna
1,family day mother home boy church
1,hit sleep morning cuz
1,week rain weather
1,monday call sleep boy
1,sunday school tomorrow album
-1,wait change
-1,day pull drink smile alarm fire
-1,pay day start freedom vacation
-1,figure hope stuff fun mother
-1,reading book
-1,god people
-1,hey page
1,fix phone answer screen ring iphone store
1,sunday hate
-1,camp rock tomorrow morning
-1,job enjoy
1,album buy play itune player
